Airport name,IATA code,ICAO code
Dagura,,
Derim Airport,DER,AYDE
Dobodura Airfield,,
Dobodura Airfield,,
"Dobodura No. 7 (Kenney, Girua) Airstrip",PNP,AYGR
Dobodura No.15-North Borio Airstrip,,
Efogi Airport,EFG,
Emirau Airport,EMI,
Erave Airport,ERE,
Fane Airport,FNE,
Finschhafen Airport,FIN,
Garaina Airport,GAR,
Gasmata Island Airport,GMI,
Gohu Airstrip,,
Goroka Airport,GKA,AYGA
Gulgubip Airport,GLP,
"Gurney Airfield (No. 1 Strip, Fall River)",GUR,AYGN
Hayfields Airport,HYF,
Hoskins Airport,HKN,AYHK
Imonda Airport,IMD,AYIO
Jacquinot Bay Airport,JAQ,
Kainantu Airstrip,,
Kaintiba Airport,KZF,
Kamusi Airport,KUY,
Kanabea Airport,KEX,
Kandrian Airport,KDR,
Karimui Airport,KMR,AYRI
Kerema Airport,KMA,AYKM
Kikori Airport,KRI,AYKK
Kiunga Airport,UNG,AYKI
Koinambe Airport,KMB,
Kokoda Airport,KKD,
Komo Airport,KOM,
Kopiago Airport,KPA,AYKG
Kundiawa-Chimbu Airport,CMU,AYCH
Lae Aerodrome,,
Lae Airfield,,
Lae-Nadzab Airport,LAE,AYNZ
Leron Plains Airport,LPN,AYLP
Lorengau Airfield,,
Madang Airport,MAG,AYMD
Manari Airport,MRM,AYMA
Manus Island-Momote Airport,MAS,AYMO
Marawaka Airport,MWG,AYMW
Mendi Airport,MDU,AYMN
Menyamya Airport,MYX,
Minj Airport,MZN,
Misima Island Airport,MIS,AYMS
Miyanmin Airstrip,MPX,
Mount Hagen-Kagamuga Airport,HGU,AYMH
Nadzab No. 4 Airfield (Newton Field),,
Ogeranang Airport,OGE,
Ononge Airport,ONB,
Pongani Airfield,,
Porgera Airport,RGE,
Port Moresby (unknown airport),,
Port Moresby Harbour Seaplane Base,,
Port Moresby-Jackson Field,POM,AYPY
Port Moresby-Jacksons International Airport,POM,AYPY
Port Moresby-Seven Mile Aerodrome,POM,AYPY
Port Moresby-Wards Airfield,,
Purari Airstrip,,
Rabaul-Lakunai Airfield,RAB,AYRB
Saidor Airport,SDI,
Salamaua/Logui Airstrip,,
Sasereme Airstrip,,
Selbang Airport,SBC,AYSO
Simbai Airport,,
Sturt Island,,
Tabubil Airport,TBG,AYTB
Tapini Airport,TPI,AYTI
Tari Airport,TIZ,AYTA
Tekin Airport,TKW,AYTN
Telefomin Airstrip,TFM,AYTE
Tsili Tsili Airfield,,
Vanimo Airport,VAI,AYVN
Wapenamanda Airport,WBM,AYWD
Wau Airport,WUG,AYWU
Wewak-Boram Airport,WWK,AYWK
Wobegon Airstrip,,
Woitape Airport,WTP,AYWT
Asunción-Silvio Pettirossi Airport,ASU,SGAS
Asunción-Silvio Pettirossi International Airport,ASU,SGAS
Ayolas Airport,AYO,SGAY
Bahia Negra Airport,BFA,
Pedro Juan Caballero Airport,PJC,SGPJ
Puerto la Victoria Airport,PCJ,
Andahuaylas Airport,ANS,SPHY
Andoas-Alferez FAP Alfredo Vladimir Sara Bauer Airport,AOP,SPAS
Arequipa-Rodríguez Ballón Airport,AQP,SPQU
Atalaya Airport,,SPAY
Ayacucho-Coronel FAP Alfredo Mendívil Duarte Airport,AYP,SPHO
Bagua Airport,,SPGU
Bellavista Airport,BLP,SPBL
Caballococha Airport,,SPBC
Cajamarca Airport,CJA,SPJB
Caucaya Airstrip,,
Chachapoyas Airport,CHH,SPPY
Chagual Airport,,SPGL
Chiclayo-Capitan FAP Jose Abelardo Quiñones Airport,CIX,SPHI
Contamana Airport,,SPCM
Cuzco-Velazco Astete Airport,CUZ,SPZO
El Estrecho Airport,,SPEE
Huánuco Airport,HUU,SPHV
Huánuco-Alférez FAP David Figueroa Fernandini Airport,HUU,SPHV
Huaraz/Anta-Comandante FAP Germán Arias Graziani Airport,ATA,SPHZ
Intuto Airport,,SPNT
Iquitos Airport,IQT,SPQT
Iquitos-Coronel FAP Francisco Secada Vignetta International Airport,IQT,SPQT
Jauja Airport,JAU,SPJJ
Josuiani,,
Juanjuí Airport,JJI,SPJI
Juliaca Airport,JUL,SPJL
Las Malvinas Airstrip,,
Lima-Callao International Airport,LIM,SPIM
Lima-Jorge Chávez International Airport,LIM,SPJC
Lima-Jorge Chávez International Airport,LIM,SPIM
Lima-Limatambo Airport,LIM,SPIM
Mazamari-Manuel Prado Ugarteche Aiport,,SPMF
Moyobamba Airport,MBP,SPBB
Nazca-Maria Reiche Neuman Airport,NZC,SPZA
Orellana Airport,,SPON
Pampa Hermosa Airport,,SPPH
Pias Airport,,SPIS
Picota Airport,,SPAP
Pisco Airport,PIO,SPSO
Piura Airport,PIU,SPUR
Pucallpa Airport,PCL,SPCL
Pucallpa-Cap. FAP David A. Abensur Rengifo Airport,PCL,SPCL
Puerto Esperanza Airport,,SPEP
Puerto Inca Airport,,SPTI
Puerto Maldonado Airport,PEM,SPTU
Quincemil Airport,UMI,SPIL
San Ramon/Capitan Alvarino Airport,,SPRM
Saposoa Airport,SQU,SPOA
Talara Airport,TYL,SPYL
Tarapoto Airport,TPP,SPST
Tingo Maria Airport,TGI,SPGM
Tournavista Airport,,SPTR
Trujillo Airport,TRU,SPRU
Tumbes Airport,TBP,SPME
Yurimaguas Airport,YMS,SPMS
Angeles City-Clark Air Base,CRK,RPMK
Angeles City-Clark Field,CRK,RPMK
Angeles City-Diosdado Macapagal International Airport,CRK,RPLC
Aparri,,RPUA
Bacolod Airport,BCD,RPVB
Bagabag Airport,,RPUZ
Baguio-Loakan Airport,BAG,RPUB
Balesin Airstrip,,
Bayug Airfield,,
Bislig Airport,BPH,RPMF
Butuan Airport,BXU,RPWE
Cagayan de Oro-Laguindingan Airport,CGY,RPMY
Cagayan de Oro-Lumbia Airport,CGY,RPML
Cagayan de Sulu Airport,CDY,RPMU
Cagayancillo Airport,,
Catarman-National Airport,CRM,RPVF
Caticlan-Malay Airport,MPH,RPVE
Cauayan Airport,CYZ,RPUY
Cebu Airport,CEB,RPVM
Cebu-Lahug Airport,,
Coron Airport,XCN,
Cotabato-Awang Airport,CBO,RPMC
Daet-Camarines Norte Airport,DTE,RPUD
Davao Airport,DVO,RPMD
Davao City-Francisco Bangoy International Airport,DVO,RPMD
Davao-Mati Airport,DVO,RPMD
Dipolog Airport,DPL,RPMG
Dulag Airfield,,
Dumaguete Airport,DGT,RPVD
Floridablanca Air Base,,RPUF
Iligan-Maria Cristina Airport,IGN,RPWX
Iloilo International Airport,ILO,RPVI
Iloilo-Mandurriao Airport,ILO,RPVI
Isabel-Pasar Airstrip,,
Jolo Airport,JOL,RPMJ
Kalibo Airport,KLO,RPVK
Laoag Airport,LAO,RPLI
Legaspi Airport,LGP,RPLP
Lingayen Airport,,RPUG
Lipa-Fernando Air Base,,RPUL
"Lucena, Quezon",,RPUE
Luzon Island-Cubi Point NAS,NCP,RPMB
Mabalacat Airfield,,
Maconacon Airport,,
Mactan Air Base,CEB,RPVM
Mactan Island-Chicago Naval Air Base,NOP,RPVM
Malabang Airport,MLP,RPWM
Mamburao Airport,MBO,RPUM
Manila Airport,MNL,RPLL
Manila International Airport,MNL,RPLL
Manila-Grace Park Airfield,,
Manila-Nichols Air Base,MNL,RPLL
Manila-Nielson Field,,
Manila-Ninoy Aquino International Airport,MNL,RPLL
Manila-Villamor Air Base,MNL,RPLL
Masbate Airport,MBT,RPVJ
Mati Airport,MXI,RPMQ
Naga Airport,WNP,RPUN
Ozamiz City-Labo Airport,OZC,RPMO
Pagadian Airport,PAG,RPMP
Pamalican Island Airport,,
Plaridel Airport,,RPUX
Puerto Princesa Airport,PPS,RPVP
Roxas City Airport,RXS,RPVR
San Jose-McGuire Field,SJI,RPUH
Sanga-Sanga Airport,SGS,RPMN
Sangley Point NAS,NSP,RPLS
Sangley Point Naval Station,NSP,RPLS
Sicogon Island Airport,ICO,
Siocon Airport,XSO,PRNO
Subic Bay International Airport,SFS,RPLB
Surigao Airport,SUG,RPMS
Tacloban Airport,TAC,RPVA
Tacloban-D. Z. Romualdez Airport,TAC,RPVA
Tanauan Airfield,,
Tawitawi Airport,TWT,
Tuguegarao Airport,TUG,RPUT
Zamboanga Airport,ZAM,RPMZ
Zamboanga-Andrews AFB,ZAM,RPMZ
Breslau-Schöngarten Air Base,,
Bydgoszcz Airport,BZG,EPBY
Gdansk-Rebiechowo Airport,GDN,EPGD
Gdansk-Wrzeszcz Airport,,
Gdynia-Babie Doly Airport,QYD,EPOK
Katowice (airport unknown),,
Katowice-Pyrzowice Airport,KTW,EPKT
Kielce-Masl?w Airport,,EPKA
Koszalin Airport,OSZ,EPKO
Kraków Airport,KRK,EPKK
Kraków-J. Paul II Balice International Airport,KRK,EPKK
Kraków-Rakowice-Czyzyny Airport,,EPKC
Ladowisko Chrcynno Airfield,,
Lódz-Lublinek Airport,LCJ,EPLL
Miroslawiec Air Base,,EPMI
Olsztyn/Dajtki Airport,,EPOD
Opole/Polska Nowa Wies Airport,,EPOP
Poznán-Krzesiny Air Base,,EPKS
Poznan-Lawica Airport,POZ,EPPO
Rzeszów Airport,RZE,EPRZ
Rzeszów-Jasionka Airport,RZE,EPRZ
Slupsk-Redzikowo Airport,OSP,EPSK
Szczecin-Goleniów Airport,SZZ,EPSC
Warszawa (unknown airport),,
Warszawa-Frédéric Chopin Airport,WAW,EPWA
Warszawa-Okecie Airport,WAW,EPWA
Wormditt Airport,,
Wroclaw-Strachowice Airport,WRO,EPWR
Zielona Góra (unknown airport),,
Zielona Góra-Babimost Airport,IEG,EPZG
Alverca Air Base,AVR,LPAR
Braganca Airport,BGC,LPBG
Cascais Airport,,LPCS
Covilhã Airport,COV,LPCV
Évora Airport,,LPEV
Faro Airport,FAO,LPFR
Funchal Airport,FNC,LPFU
"Horta Airport, Azores",HOR,LPHR
Lisboa-Cabo Ruivo Seaplane Base,,
Lisboa-Humberto Delgado Airport,LIS,LPPT
Lisboa-Portela de Sacavém Airport,LIS,LPPT
Monte Real Air Base,QLR,LPMR
Montijo Air Base,,LPMT
"Ponta Delgada-João Paulo II Airport, Azores",PDL,LPPD
"Ponta Delgada-Nordela Airport, Azores",PDL,LPPD
Portimão Airport,PRM,LPPM
Porto-Francisco Sá Carneiro Airport,OPO,LPPR
"Santa Maria-Vila do Porto Airport, Azores",SMA,LPAZ
Seia Airport,,LPSE
Tancos Air Base,,LPTN
"Terceira-Lajes AFB, Azores",TER,LPLA
"Terceira-Lajes Airport, Azores",TER,LPLA
Aguadilla-Borinquen Airport,BQN,TJBQ
Aguadilla-Ramey AFB,BQN,TJBQ
Borinquen AAF,BQN,TJBQ
Ceiba-Jose Aponte de la Torre Airport,,TJVR
Culebra Airport,CPX,TJCP
Dorado Beach Airport,DDP,
Fajardo Airport,FAJ,TJFA
Juana Díaz-Losey AAF,,
Mayaguez-Eugenio M. de Hostos Airport,MAZ,TJMZ
Ponce Airport,PSE,TJPS
Ponce-Mercedita Airport,PSE,TJPS
Roosevelt Roads-Roosevelt NAS,NRR,TJNR
San Juan (unknown airport),,
San Juan Harbor,,
San Juan-Fernando Luis Ribas Dominicci Airport,SIG,TJIG
San Juan-Isla Grande Airport,SIG,TJIG
San Juan-Isla Verde International Airport,SJU,TJSJ
San Juan-Luis Muñoz Marín International Airport,SJU,TJSJ
Vieques Airport,VQS,TJCG
Al Udeid Air Base,XJD,OTBH
Doha International Airport,DOH,OTBD
Doha-Hamad International Airport,DOH,OTHH
Arad Airport,ARW,LRAR
Bacau Airport,BCM,LRBC
Baia Mare Airport,BAY,LRBM
Boboc Air Base,,LRBO
Bucharest (unknown airport),,
Bucharest-Baneasa Airport,BBU,LRBS
Bucharest-Henri Coanda International Airport,OTP,LROP
Bucharest-Otopeni International Airport,OTP,LROP
Cluj-Napoca Airport,CLJ,LRCL
Constanta-Kogalniceanu Airport,CND,LRCK
Craiova Airport,CRA,LRCV
Iasi Airport,IAS,LRIA
Oradea Airport,OMR,LROD
Sibiu Airport,SBZ,LRSB
Târgu Mures Airport,TGM,LRTM
Timisoara Airport,TSR,LRTR
Tuzla Airfield,,LRTZ
Abakan Airport,ABA,UNAA
Abez,,
Adler/Sochi Airport,AER,URSS
Aldan Airport,ADH,UEEA
Allakh-Yun Airport,,UEQN
Amakinskaya,,
Amderma Airport,AMV,UOAA
Anadyr Airport,DYR,UHMA
Anapa Airport,AAQ,URKA
Andreapol Air Base,,
Angarakan Airstrip,,
Arbyn Airfield,,
Arkhangelsk-Talaghy Airport,ARH,ULAA
Astrakhan Airport,ASF,URWA
Astrakhan-Privolzhskiy Air Base,,
Ayan Airport,,
Ayanka Airstrip,,
Azov Airfield,,
Bada Air Base,,
Bagay-Baranovka Airport,,
Bagdarin Airport,,UIUB
Balashov Airfield,,
Baranikovsky Airfield,,
Barnaul Airport,BAX,UNBB
Batagay Airport,BQJ,UEBB
Baykit Airport,BKT,UNIB
Baykovo Airport,,
Begishevo/Naberevnye Chelny Airport,NBC,UWKE
Belaya Gora Airport,BGN,UESG
Belgorod Airport,EGO,UUOB
Belkachi Airport,,
Bereznik Airport,,
Berezovo Airport,EZV,USHB
Bilibino Airfield,,
Biysk Airport,,
Blagoveshchensk Airport,BQS,UHBB
Bodaybo Airport,ODO,UIKB
Boguchany Airport,,UNKB
Bolshoe Gryzlovo Airport,,
Bomnak Airfield,,
Borki Airport,,
Borogon Airport,,
Bratsk Airport,BTK,UIBB
Briakan Airstrip,,
Bryansk Airport,BZK,UUBP
Bryansk International Airport,BZK,UUBP
Bugulma Airport,UUA,UWKB
Buguruslan-Baymakovo Aerodrome,,
Buturlinovka Air Base,,
Cape Chelyuskin Airport,,
Chaybukha,,UHMG
Cheboksary Airport,CSY,UWKS
Chelyabinsk Airport,CEK,USCC
Cheremshan Airstrip,,
Cherepovets Airport,CEE,ULBC
Chernoye Airport,,
Cherskiy Airport,CYX,UESS
Chita Airport,HTA,UIAA
Chkalov Airport,REN,UWOO
Chkalovsky Airport,CKL,UUMU
Chokurdah Airport,CKH,UESO
Chulman/Neryungri Airport,NER,UELL
Chumikan Airport,,UHHY
Deputatskiy Airport,,UEWD
Dikson Airport,DKS,UODD
Dolinsk-Sokol Air Base,,
Dudinka Airport,,UROD
Dzhida Air Base,,
Egvekinot-Zaliv Kresta Airfield,,UHME
Ekaterinburg-Koltsovo Airport,SVX,USSS
Ekimchan,,UHBP
Elista Airport,ESL,URWI
Elushkino Airstrip,,
Engels Air Force Base,,
Evsino Airfield,,
Farikha Airstrip,,
Fedotovo Air Base,,XLWF
Frunze Airport,,
Goretskoye Airstrip,,
Gorkiy Airport,GOJ,UWGG
Grozny Airport,GRV,URMG
Gryazi Airfield,,XUWG
Haruta Airport,,ULER
Herpuchi,,
Igarka Airport,IAA,UOII
Insterburg Airport,,
Irkutsk Airport,IKT,UIII
Irkutsk-2 Airport,,UIIR
Ivanovo Airport,IWA,UUBI
Ivanovo-Severny Air Base,,XUDI
Izhevsk Airport,IJK,USII
Kalinin-Migalovo Airport,KLD,UUEM
Kaliningrad-Khrabrovo Airport,KGD,UMKK
Kaluga-Grabtsevo Airport,KLF,UUBC
Kamenny Mys,,USKD
Kamensk-Uralsky Air Base,,
Kansk Air Base,,
Kansk Tsentralny Airport,,
Karachayevsk Airfield,,
Kazachinskoye Airport,,UITK
Kazan Airport,KZN,UWKD
Kazan-2 Airport,,
Kazan-Borisoglebskoye Airport,,UWKG
Keperveyem Airport,,UHMK
Kezhma,,UNKE
Khabarovsk Airport,,UHHT
Khabarovsk-Novy Airport,KHV,UHHH
Khalaktyrka Airport,,UHPH
Khandyga,,
Khanty-Mansiysk Airfield,,
Khanty-Mansiysk Airport,HMA,USHH
Kharasavey,,USDH
Khatanga Airport,HTG,UOHH
Khonuu-Moma Airfield,MQJ,UEMA
Khovu-Aksy Airport,,UNYH
Khvoinaya Airport,,
Khvoinaya Airport,,
Kimry Airport,,UUEI
Kirensk Airport,KCK,UIKK
Kirov Airport,KVX,USKK
Kirovsk Airport,KVK,ULMK
Klyuchi Air Base,,
Knyazhpogost Airfield,,
Kobyay Airstrip,,UEEJ
Kodinsk,,
Kodinsk Airport,,UNKI
Komsomol'sk-na-Amure Airport,KXK,UHKK
Kondinskoye Airport,,USHK
Kosisty Airport,,
Koslan Airfield,,
Kostroma Airport,KMW,UUBA
Kotlas Airport,KSZ,ULAK
Kozirevsk Airport,,
Krasnodar Airport,KRR,URKK
Krasnoselkup Airport,KKQ,USDP
Krasnoyarsk Airport,KJA,UNKL
Krasnoyarsk Severny Airport,,UNKK
Krasnoyarsk-Cheremshanka Airport,,UNKM
Krasnoyarsk-Manský Airfield,,
Krasnoyarsk-Yemelyanovo International Airport,KJA,UNKL
Krasny Kut Airport,,UWSK
Krymsk Air Base,,
Kuban State Farm Airport,,
Kubinka AFB,,
Kurgan Airport,KRO,USUU
Kursk-Vostochny Airport,URS,UUOK
Kuybyshev Airport,KUF,UWWW
Kuybyshev-Bezymyanka Airfield,,UWWG
Kyzyl Airport,KYZ,UNKY
Kyzyl-Syr Airport,,UENK
Königsberg Airport,KGD,UMKK
Lakhta Air Base,,
Lazo Airfield,,
Ledovaya Baza,,
Leningrad-Pulkovo Airport,LED,ULLI
Leningrad-Rzhevka Airport,RVH,ULSS
Leningrad-Shosseynaya Airport,LED,ULLI
Leningrad-Smolnoye Airport,RVH,ULSS
Lensk Airport,ULK,UERL
Leshukonskoye Airport,LDG,ULAL
Lgov Airstrip,,
Lipetsk Airport,LPK,UUOL
Lovozero Airfield,,
Lukhovitsy-Tretyakovo Airport,,UUMT
Lyubertsy Aerodrome,,
Magadan Airport,GDX,UHMM
Magadan-13 Airport,,UHMT
Magadan-Sokol Airport,GDX,UHMM
Magdagachi Airport,GDG,UHBI
Magnitogorsk Airport,MQF,USCM
Makhachkala Airport,MCX,URML
Makovskoye Airfield,,
Mama Airport,,UIKM
Meschura Airport,,
Mezen Airport,,ULAE
Milkovo,,UHPM
Mineralnye Vody Airport,MRV,URMM
Mirny Airport,MJZ,UERR
Molotov Airport,PEE,USPP
Moscow-Tushino Airport,,UUUS
Moskva (unknown airport),,
Moskva-Bykovo Airport,BKA,UUBB
Moskva-Domodedovo Airport,DME,UUDD
Moskva-Khodynka (Frunze) Central Aerodrome,,
Moskva-Myachkovo Airport,,UUBM
Moskva-Sheremetyevo Airport,SVO,UUEE
Moskva-Vnukovo Airport,VKO,UUWW
Moskva-Zhukovsky (Ramenskoye) Airport,ZIA,UUBW
Most Pyssa Airfield,,
Mozdok Air Base,,
Murmansk Airport,MMK,ULMM
Murmansk-Kilpyavr Airport,,
Muya Airport,,
Mys Chelyuskin Airport,,
Mys Kamenny Airport,YMK,USDK
Mys Kosistyy,,
Mys Shmidta Airport,,UHMI
Mys-Kamennyy,,
Nadezhda Airport,,UOOW
Nagurskoye Air Base,,UODN
Nalchik Airport,NAL,URMN
Naryan-Mar Airport,NNM,ULAM
Nazimovo Airstrip,,
Nefteyugansk Airport,NFG,USRN
Nelkan Airport,,UHNX
Nerchinskiy Zavod,,
Nikolayevsk-na-Amure Airport,NLI,UHNN
Nizhneangarsk Airport,,UIUN
Nizhneudinsk,,UINN
Nizhnevartovsk Airport,NJC,USNN
Nizhneyansk Airport,,UEBN
Nizhniy Novgorod Airport,GOJ,UWGG
Nizhniye Kresty Airport,CYX,UESS
Nizhnyaya Pesha Airport,,ULAV
Noril'sk Airport,NSK,UOOO
Noril'sk-Nezhdannyj Airfield,,
Novgorod Airport,NVR,ULNN
Novgorod-Krechevitsy Airport,,
Novokuznetsk Airport,NOZ,UNWW
Novopokrovskoye Airstrip,,
Novorossiysk Airport,NOI,
Novosibirsk-Severny (North) Airport,,UNCC
Novosibirsk-Tolmachevo Airport,OVB,UNNN
Novosibirsk-Yeltsovka Airport,,UNNE
Novy Urengoy Airport,NUX,USMU
Noyabrsk Airport,NOJ,USRO
Nyagan Airport,NYA,USHN
Nyurba Airport,NYR,UENN
Okha Airport,OHH,UHSH
Okhotsk Airport,OHO,UHOO
Oktyabrsky Airfield,,
Olenyok Airport,ONK,UERO
Olyokminsk Airport,,
Olyokminsk Airport,OLZ,UEMO
Omsk Airport,OMS,UNOO
Omsukchan Airport,,UHMF
Orenburg Airport,REN,UWOO
Orsk Airport,OSW,UWOR
Ossora,,UHPD
Oymyakon Airport,,UEMJ
Palana Airport,,UHPL
Palyavaam Airstrip,,
Penza Airport,PEZ,UWPP
Perevoz Airstrip,,
Perm Airport,PEE,USPP
Petrel-Burevestnik Airport,BVV,UHSB
Petropavlovsk-Kamchatsky Airport,PKC,UHPP
Petrovsk Air Base,,
Petrozavodsk Airport,PES,ULPB
Pevek Airport,PWE,UHMP
Podkamennaya Tunguska Airport,TGP,UNIP
Poliny Osipenko,,
Polyarnyj Airport,PYJ,UERP
Privolzhskiy Air Base,,
Prototskiye Airstrip,,
Provedenia Airport,PVX,
Provideniya Airport,PVS,UHMD
Psebai Airport,,
Pskov Airport,PKV,ULOO
Puksinka Airfield,,
Pushkin Airport,,ULLP
Rogachevo Air Base,,ULDR
Rostov Airport,ROV,URRR
Rtishchevo Air Base,,XWPR
Ryazan Airport,RZN,UUWR
Rybinsk Airport,RYB,UUBK
Rzhev Air Base,,
Saint Petersburg-Pulkovo Airport,LED,ULLI
Saint Petersburg-Rzhevka Airport,RVH,ULSS
Salekhard Airport,SLY,USDD
Samara Airport,KUF,UWWW
Samara-Kurumoch International Airport,KUF,UWWW
Samarga Airfield,,
Sangar,,
Sangar Airport,,UEMS
Saransk Airport,SKX,UWPS
Saratov Airport,RTW,UWSS
Saratov-Zavodskoy Airfield,,
Sebyan,,
Seshcha-Br'ansk AFB,,
Severo-Evensk Airport,SWV,UHMW
Severomorsk-1 Naval Air Station,,ULAK
Severomuysk,,
Seymchan Airport,,UHMS
Shadrinsk Air Base,,
Shakhtersk Airport,EKS,UHSK
Shakhty Airport,,URRH
Shakhty Airport,,
Shcherbakov Airport,RYB,UUBK
Shelopugino,,
Shoyna Airport,,ULBO
Shushenskoye Airport,,UNAU
Sibay Airport,,
Simferopol Airport,SIP,URFF
Simferopol Airport,SIP,UKFF
Slavgorod Airport,,
Smolensk Air Base,,XUBS
Sovetsky Airport,OVS,USHS
Srednekolymsk Airport,SEK,UESK
Sredny Island,,
Srednyaya Akhtuba Airfield,,
Stalingrad Airport,VOG,URWW
Stavropol Airport,STW,URMT
Sterlitamark Airfield,,
Strezhevoy Airport,SWT,UNSS
Suntar Airport,SUY,UENS
Surgut Airport,SGC,USRR
Susuman Airport,,UHMH
Sverdlovsk-Koltsovo Airport,SVX,USSS
Syktyvkar Airport,SCW,UUYY
Takhtamygda Airport,,
Tambovo-Morshansk Air Base,,
Tanay Airfield,,
Tarko-Sale Airport,TQL,USDS
Tarnogsky Gorodok Airport,,ULVG
Taseyevo Airport,,
Telegin Farm Airstrip,,
Tersky,,
Tigil Airport,,UHPG
Tiksi Airport,IKS,UEST
Tilichiki,,UHPT
Tobolsk Airport,TOX,USTO
Tomsk-Bogashevo Airport,TOF,UNTT
Tsimmermanovka Airstrip,,
Tula Airport,TYA,UUWV
Tura,,UNIT
Tura Airport,,UNHT
Turukhansk Airport,THX,UOTT
Tver-Migalovo Airport,KLD,UUEM
Tynda Airport,TYD,UHBW
Tyumen Airport,TJM,USTR
Tyumen-Roschino International Airport,TJM,USTR
Uchur,,
Udskoye Airstrip,,
Uelkal Airport,,
Ufa Airport,UFA,UWUU
Ugulet Airport,,UEYL
Ukhta Airport,UCT,UUYH
Ukurey Air Base,,
Ulan-Ude Airport,UUD,UIUU
Ulyanovsk-Vostochny Airport,ULY,UWLW
Ulyanovsk/Baratayevka Airport,ULV,UWLL
Umba Airport,,ULMA
Uraj Airport,URJ,USHU
Usinsk Airport,USK,UUYS
Ust'-Bolsheretsk Airstrip,,
Ust-Ilimsk Airport,UIK,UIBS
Ust-Kamchatsk Airport,,UHPK
Ust-Kuiga,,
Ust-Kulom,,UUYT
Ust-Kut Airport,UKX,UITT
Ust-Maya Airport,UMS,UEMU
Ust-Nem,,
Ust-Nera Airport,,
Ust-Pakhachi Airport,,UHPA
Ust-Tsylma Airport,UTS,UUYX
Ust-Yansk,,
Vanavara,,UNIW
Varandey,,
Vaskovo Airport,,ULAH
Velikij Ustyug Airport,VUS,
Velikiye Luki Airport,VLU,ULOL
Velsk Airport,,ULKW
Verkhne Imbatskoye Airport,,
Verkhnevilyuisk Airport,VHV,UENI
Verkhnyaya Salda,,
Verkhoyansk Airport,,UEBW
Vilyuisk Airport,VYI,UENW
Vitim,,UERT
Vladivostok Airport,VVO,UHWW
Volgograd Airport,VOG,URWW
Vologda Airport,VGD,ULWW
Volokovaya Airport,,
Vorkuta Airport,VKT,UUYW
Vorogovo,,
Voronezh Airport,VOZ,UUOO
Voronezh-Pridacha Airport,,UUOD
Vozzhayevka Air Base,,
Yakutsk Airport,YKS,UEEE
Yakutsk-Magan Airport,GYG,UEMM
Yanaul,,
Yaroslavl-Tunoshna Airport,IAR,UUDL
Yegoryevsk-Shuvoye Airport,,
Yeniseysk Airport,EIE,UNII
Yugorsk-2 Airfield,,
Yunkyur Airstrip,,UEWS
Yuzhno-Sakhalinsk Airport,UUS,UHSS
Zasovkaya Airstrip,,
Zeya Airport,,UHBE
Zheleznogorsk-Ilimskiy Airport,,UIBV
Zhigansk Airport,,UEKK
Zhukovsky International Airport,ZIA,UUBW
Znamenskoye Airfield,,
Zyryanka Airport,,UESU
Kigali Airport,KGL,HRYR
Kigali International Airport,KGL,HRYR
Kigali-Gregoire Kayibanda Airport,KGL,HRYR
Georgetown-Wideawake Field,ASI,FHAW
Beane Army Airfield,UVF,TLPL
Saint Lucia-George F. L. Charles Airport,SLU,TLPC
Saint Lucia-Hewanorra Airport,UVF,TLPL
Saint Lucia-Vigie Field,SLU,TLPC
Canouan Island Airport,CIW,TVSC
Saint Vincent-Arnos Vale Airport,SVD,TVSV
Saint Vincent-E. T. Joshua,SVD,TVSV
Union Island Airport,UNI,TVSU
Saint Pierre Airport,FSP,LFVP
Apia-Fagali'i Airport,FGI,NSFI
Apia-Faleolo Airport,APW,NSFA
Asau Airport,AAU,NSAU
São Tomé Island Airport,TMS,FPST
Dammam-King Fahad International Airport,DMM,OEDF
Dhahran International Airport,DHA,OEDR
Jeddah International Airport,JED,OEJD
Jeddah-King Abdulaziz International Airport,JED,OEJN
Jeddah-Prince Abdullah Air Base,JED,OEJN
Madinah-Mohammad Bin Abdulaziz Airport,MED,OEMA
Nejran Airport,EAM,OENG
Rash Mishab,,OERM
Riyadh Air Base,XXN,OERY
Riyadh International Airport,RUH,OERY
Riyadh-King Khalid International Airport,RUH,OERK
Sharurah Airport,SHW,OESH
Taraif,,
Cap Skirring Airport,CSK,GOGS
Dakar-Léopold Sédar Senghor International Airport,DKR,GOOY
Dakar-Ouakam Air Base (BA160),DKR,GOOY
Dakar-Yoff Airport,DKR,GOOY
Kedougou Airport,KGG,GOTK
St. Louis Airport,XLS,GOSS
Tambacounda Airport,TUD,GOTT
Beograd Airport,BEG,LYBE
Beograd-Batajnica Air Base,BJY,LYBT
Beograd-Dojno Polje Airport,,
Beograd-Zemun Airfeld,,
Mahe Island-Seychelles International Airport,SEZ,FSIA
Freetown-Hastings Airport,HGS,GFHA
Freetown-Lungi International Airport,FNA,GFLL
Singapore (unknown airport),,
Singapore-Changi International Airport,SIN,WSSS
Singapore-Changi RAF Station,,
Singapore-Kallang Airport,,
Singapore-Kallang RAF Station,,
Singapore-Paya Lebar International Airport,SIN,WSAP
Singapore-Seletar Airport,XSP,WSSL
Tengah RAF Station,TGA,WSAT
Bratislava-Ivanka Airport,BTS,LZIB
Bratislava-M. R. tefánik Airport,BTS,LZIB
Dubnica Airport,,LZDB
Koice-Barca Airport,KSC,LZKZ
Pietany Airport,PZY,LZPP
