Airport name,IATA code,ICAO code
Monkey Mountain Airport,MYM,SYMM
Ogle Airport,OGL,SYGO
Olive Creek Airport,,SYOC
Port Kaituma Airport,PKM,
Cap Haitien Airport,CAP,MTCH
Jeremie Airport,JEE,MTJE
Les Cayes Airport,CYA,MTCA
Port-au-Prince Airport,PAP,MTPP
Port-au-Prince-Mais Gate Airport,PAP,MTPP
Port-de-Paix Airport,PAX,MTPX
Catacamas Airport,CAA,MHCA
Comayagua-Palmerola Air Base,XPL,MHCG
Copán Airport,RUY,MHRU
El Aguacate Airport,,MHGE
Guanaja Airport,GJA,MHNJ
Islas Del Cisne Airport,,MHIC
Juticalpa Airport,JUT,MHJU
La Ceiba Airport,LCE,MHLC
La Ceiba-Goloson International Airport,LCE,MHLC
La Esperanza Airport,LEZ,MHLE
Mocorón-Durzona Airstrip,,MHDU
Puerto Lempira Airport,PEU,MHPL
Roatán Airport,RTB,MHRO
San Andres,,
San Pedro Sula-Ramon Villeda Morales Airport,SAP,MHLM
Tegucigalpa-Toncontin Airport,TGU,MHTG
Trujillo-Capiro Airport,TJI,MHTJ
Utila Airport,UII,MHUT
Yoro Airport,ORO,MHYR
Hong Kong-Chek Lap Kok International Airport,HKG,VHHH
Hong Kong-Kai Tak International Airport,HKG,VHHH
Hong Kong-Kai Tak RAF Station,HKG,VHHH
Budapest Ferenc Liszt International Airport,BUD,LHBP
Budapest-Ferihegy Airport,BUD,LHBP
Budaörs Airport,,LHBS
Debrecen Airport,DEB,LHDC
Dunakeszi Airport,,LHDK
Fertöszentmiklós Airport,,LHFM
Nyíregyháza Airport,,LHNY
Pécs/Pogány Airport,PEV,LHPP
Szarvas-Káka,,
Szombathely Airport,,LHSY
Veszprém-Szentkirályszabadja Air Base,,LHSA
Zalaegerszeg-Andráshida Airport,,LHZA
Akureyri Airport,AEY,BIAR
Bakkafjördur Airport,BJD,BIBK
Egilsstadir Airport,EGS,BIEG
Hofn Hornafjördur Airport,HFN,BIHN
Keflavík International Airport,KEF,BIKF
Keflavík Naval Air Station,KEF,BIKF
Keflavík-Meeks Field,KEF,BIKF
Reykjavík Domestic Airport,RKV,BIRK
Reykjavík RAF Station,RKV,BIRK
Siglufjördur Airport,SIJ,BISI
Thórshöfn Airport,THO,BITH
Vestmannaeyjar Airport,VEY,BIVM
Agartala Air Base,IXA,VEAT
Agartala-Singerbhil Airport,IXA,VEAT
Agra-Kheria Air Force Station,AGR,VIAG
Agra-Kheria Airport,AGR,VIAG
Ahmedabad Airport,AMD,VAAH
Aligarh Airport,,VIAH
Allahabad-Bamrauli Airport,IXD,VIAL
Along Airport,IXV,VEAN
Alwar,,
Ambala Air Force Station,,VIAM
Ambari Falakata Airport,,
Amritsar-Raja Sansi Airport,ATQ,VIAR
Arakkonam Naval Air Station,,VOAR
Arkonam,,
Asansol,,
Assam,,
Aurangabad-Chikkalthana Airport,IXU,VAAU
Bagdogra Airport,IXB,VEBD
Balurghat Airport,RGH,VEBG
Bangalore-Hindustan Airport,BLR,VOBG
Barrackpore Air Base,,VEBR
Barrackpore Air Force Station,,VEBR
Belgaum-Sambre Airport,IXG,VABM
Bengaluru (Bangalore) International Airport,BLR,VOBL
Bhatinda Airport,BUP,VIBT
Bhavnagar Airport,BHU,VABV
Bhopal Airport,BHO,VABP
Bhubaneswar Airport,BBI,VEBS
Bombay-Juhu Airport,,VAJJ
Bombay-Sahar International Airport,BOM,VABB
Bombay-Santacruz Airport,BOM,VABB
Calcutta (unknown airport),,
Calcutta Airport,CCU,VECC
Calcutta-Dum Dum Airport,CCU,VECC
Calcutta-Netaji Subhas Chandra Airport,CCU,VECC
Car Nicobar Airport,CBD,VOCX
Chabua Air Force Station,,
Chabua Airfield,,VECA
Chandigarh Airport,IXC,VICG
Charbatia Air Base,,VCUT
Chennai Airport,MAA,VOMM
Cochin Airport,COK,VOCC
Cochin International Airport,COK,VOCI
Cochin NAS,,VOCC
Coimbatore-Peelamedu Airport,CJB,VOCB
Cooch Behar Airport,COH,VECO
Delhi (unknown airport),,
Delhi-Indira Gandhi International Airport,DEL,VIDP
Delhi-Palam Air Force Station,DEL,VIDP
Delhi-Palam Airport,DEL,VIDP
Delhi-Safdarjung Airport,,VIDD
Dergaon Airport,,
Digri RAF Station,,
Dinjan Airport,,
Gauhati-Borjhar Airport,GAU,VEGT
Goa-Dabolim Airport,GOI,VAGO
Goa-INS Hansa,,VOGO
Guna Airport,GUX,VAGN
Guwahati-Lokapriya Gopinath Bordoloi International Airport,GAU,VEGT
Gwalior Airport,GWL,VIGR
Hubli Airport,HBX,VAHB
Hut Bay,,
Hyderabad-Begumpet Airport,HYD,VOHY
Imphal Municipal Airport,IMF,VEIM
Imphal-Koirengei Airfield,,
Indore Airport,IDR,VAID
Indore-Devi Ahilyabai Holkar Airport,IDR,VAID
Jabalpur Airport,JLR,VAJB
Jaipur International Airport,JAI,VIJP
Jaipur-Sanganer Airport,JAI,VIJP
Jaisalmer Airport,JSA,VIJR
Jammu-Satwari Airport,IXJ,VIJU
Jodhpur Airport,JDH,VIJO
Jorhat-Rowriah Airport,JRH,VEJT
Kanpur Airport,KNU,VIKA
Karad Airport,,
Khajuraho Airport,HJR,VAKJ
Kharagpur-Kalaikunda Air Force Station,,VEDX
Khowai Airport,IXN,VEKW
Kochi NAS,,
Kozhikode-Calicut Airport,CCJ,VOCL
Kulu-Bhuntar Airport,KUU,VIBR
Lalgarh Airport,,
Ledo Airfield,,
Leh Airport,IXL,VILH
Lengpui Airport,AJL,VELP
Lucknow-Amausi Airport,LKO,VILK
Madras Airport,MAA,VOMM
Madurai Airport,IXM,VOMD
Mangalore-Bajpe Airport,IXE,VOML
Mechuka Advanced Landing Ground,,
Misamari Air Base,,
Mohanbari Air Base,MOH,VEMN
Mohanbari Airport,MOH,VEMN
Moran Air Base,,
Mumbai (Bombay) Airport,BOM,VABB
Mumbai-Chhatrapati Shivaji International Airport,BOM,VABB
Mumbai-Sahar International Airport,BOM,VABB
Nagpur-Sonegaon Airport,NAG,VANP
Pasighat Airport,IXT,VEPG
Pathankot Air Base,IXP,VIPK
Patna Airport,PAT,VEPT
Port Blair Airport,IXZ,VOPB
Pune-Lohegaon Airport,PNQ,VAPO
Raipur Airport,RPR,VARP
Rajkot-Civil Airport,RAJ,VARK
Ranchi-Birsa Munda International Airport,IXR,VERC
Rourkela Airport,RRK,VERK
Saharanpur-Sarasawa Air Base,,VISP
Saugaon,,
Shella Airstrip,,
Shimla Airport,SLV,VISM
Silchar-Kumbhirgram Airport,IXS,VEKU
Sookerating Air Base,,
Srinagar Airport,SXR,VISR
Surat Gujarat Airport,STV,VASU
Tambaram Air Base,,VOTX
Tambaram Air Force Station,,VOTX
Tezpur-Salonibari Airport,TEZ,VETZ
Thiruvananthapuram International Airport,TRV,VOTV
Tiruchirappalli-Civil Airport,TRZ,VOTR
Tirupati Airport,TIR,VOTP
Trivandrum Airport,TRV,VOTV
Udaipur-Dabok Airport,UDR,VAUD
Udhampur,,VIUX
Vadodara Airport,BDQ,VABO
Varanasi Airport,VNS,VIBN
Vijayawada Airport,VGA,VOBZ
Visakhapatnam Airport,VTZ,VEVZ
Yelahanka Air Station,,VOYK
Ambon-Pattimura Airport,AMQ,WAPP
Bajawa Airport,BJW,WATB
Balikpapan-Sepingan Airport,BPN,WALL
Banda Aceh-Blang Bintang Airport,BTJ,WITT
Banda Aceh-Sultan Iskandarmuda Airport,BTJ,WITT
Bandanaira Airport,NDA,WAPC
Bandar Lampung-Branti Airport,TKG,WICT
Bandung Airport,BDO,WICC
Bandung-Husein Sastranegara Airport,BDO,WICC
Bandung-Husein Sastranegara International Airport,BDO,WICC
Banjarmasin-Sjamsudin Noor Airport,BDJ,WAOO
Batam-Hang Nadim Airport,BTH,WIDD
Batavia-Kemayoran Airport,JKT,
Beoga Airstrip,,
Biak (unknown airport),,
Biak-Boroekoe Royal Dutch Navy Air Station,,
Biak-Frans Kaisiepo Airport,BIK,WABB
Biak-Mokmer Airport,BIK,WABB
Biak-Sorido Airfield,,
Bilogai/Sugapa Airport,ZGP,WAYB
Bima Airport,BMU,WADB
Bintuni Airport,NTI,WASB
Bogor-Atang Senjaya Air Base,,
Bula,,WAPB
Datadawai Airport,DTD,WALJ
Dekai Airport,DEK,
Denpasar-Ngurah Rai Bali International Airport,DPS,WADD
Enarotali Airport,EWI,WABT
Ende-H. Hasan Aroeboesman Airport,ENE,WATE
Ewer Airport,EWE,
Fak Fak Airport,FKQ,WASF
Gebe Airport,GEB,WAMJ
Gorontalo-Jalaluddin Airport,GTO,WAMG
"Hollandia Airfield, Irian Jaya",,
Ilaga Airport,ILA,WABL
Jakarta (unknown airport),,
Jakarta-Halim Perdana Kusuma Airport,HLP,WIHH
Jakarta-Kemayoran Airport,JKT,
Jakarta-Pondok Cabe Airport,PCB,WIHP
Jakarta-Soekarno-Hatta International Airport,CGK,WIII
Jambi-Sultan Thaha Syarifudn Airport,DJB,WIPA
Jayapura-Sentani Airport,DJJ,WAJJ
Kaimana-Utarom Airport,KNG,WASK
Kamur Airport,KCD,
Kendari-Wolter Monginsidi Airport,KDI,WAWW
Kenyam Airstrip,,
Kotabaru-Setagen Airport,KBU,WRBK
Kupang-El Tari Airport,KOE,WATT
Kutacane-Alas Leuser Airport,,
Labuan Bajo-Mutiara Airport,LBJ,WATO
Landikma Airstrip,,
Langgur-Dumatubun Airport,LUV,WAPL
Larat-Watidar Airport,,WAPO
Lhokseumawe-Malikussaleh Airport,LSW,WITM
Lolat Airstrip,,
Lombok International Airport,LOP,WADL
Long Apung Airport,LPU,WALP
Long Bawan Airport,LBW,WRLB
Long Layu Airstrip,,
Madiun-Iswahyudi Airport,,WARI
Makassar-Sultan Hasanuddin International Airport,UPG,WAAA
Malang-Abdul Rachman Saleh Airport,MLG,WARA
Mamit Airport,,
Manado-Sam Ratulangi Airport,MDC,WAMM
Mangole Airport,MAL,WAPE
Manokwari-Rendani Airport,MKW,WAUU
Manokwari-Rendani Airport,MKW,WASR
Masamba/Andi Jemma Airport,MXB,WAWM
Matak-Tarempa Airport,MWK,WIOM
Mataram-Selaparang Airport,AMI,WADA
Maumere-Waioti Airport,MOF,WATC
Medan-Kualanamu International Airport,KNO,WIMM
Medan-Polonia Airport,MES,WIMM
Medan-Soewondo Air Force Base,MES,WIMK
Merauke-Mopah Airport,MKQ,WAKK
Meulaboh-Cut Nyak Dhien Airport,MEQ,WITC
Meulaboh-Seunagan Airport,MEQ,WITC
Mulia Airport,LII,WABQ
Nabire Airport,NBX,WABI
Naha Airport,NAH,WAMH
Nangapinoh Airport,NPO,WIOG
Natuna Ranai Airport,NTX,WION
Numfor Airport,FOO,
Obano Airport,OBD,
Oksibil Airport,OKL,WAJO
Padang-Tabing Airport,PDG,WIMG
Palangkaraya Airport,PKY,WAOP
Palangkaraya-Tjilik Riwut Airport,PKY,WAOP
Palembang Airport,PLM,WIPP
Palembang-Talang Betoetoe Airport,PLM,WIPP
Palu-Mutiara Airport,PLW,WAML
Pangkal Pinang Airport,PGK,WIKK
Pangkal Pinang Airport,PGK,WIPK
Pekanbaru-Simpang Tiga Airport,PKU,WIBB
Pekanbaru-Sultan Syarif Kasim II Airport,PKU,WIBB
Pitu/Morotai Island Airport,OTI,WAMR
Pogapa,,
Pontianak Airport,PNK,WIOO
Pontianak-Supadio Airport,PNK,WIOO
Ruteng Airport,RTG,WATG
Ruteng-Satar Tacik Airport,RTG,WATG
Sabang-Maimun Saleh Airport,SBG,WITB
Samarinda Airport,SRI,WALS
Sampit Airport,SMQ,WAOS
Sangata-Tanjung Bara Airport,,WRLJ
Sansapor Airfield,,
Sarmi Airport,ZRM,WAJI
Semarang Airport,SRG,WARS
Semarang-Achmad Yani Airport,SRG,WARS
Semarang-Achmad Yani Airport,SRG,WAHS
Serui-Sudjarwo Tjondronegoro Airport,ZRI,WABO
Silimo,,
Sinabang/Lasikin,,WITG
Sinak Airport,NKD,WABS
Solo City-Adi Sumarmo Airport,SOC,WARQ
Soroako Airport,SQR,WAWS
Sorong-Dominique Edward Osok Airport,SOQ,WAXX
Sorong-Jefman Airport,SOQ,WASS
Surabaya Airport,SUB,WARR
Surabaya-Juanda Airport,SUB,WARR
Tanahmerah Airport,TMH,WAKT
Tanjung Pandan-Buluh Tumbang Airport,TJQ,WIOD
Tanjung Pinang-Kidjang Airport,TNJ,WIDN
Tanjung Priok NAS,,
Tanjung Redep/Berau-Kalimaru Airport,BEJ,WALK
Tarakan-Juwata Airport,TRK,WALR
Tasikmalaya/Cibeureum Airport,TSY,WICM
Ternate-Babullah Airport,TTE,WAMT
Timika-Moses Kilangin (Tembagapura) Airport,TIM,WABP
Timika-Moses Kilangin (Tembagapura) Airport,TIM,WAYY
Tolitoli Airport,TLI,WAMI
Ujung Pandang-Hasanudin Airport,UPG,WAAA
Wamena Airport,WMX,WAVV
Wamena Airport,WMX,WAJW
Yogyakarta-Adisutjipto Airport,JOG,WARJ
Yogyakarta-Adisutjipto Airport,JOG,WAHH
Yogyakarta-Maguwo Airport,JOG,WARJ
Abadan Airport,ABD,OIAA
Ahwaz Airport,AWZ,OIAW
Ardabil Airport,ADU,OITL
Bandar Abbas Airport,BND,OIKB
Bandar Mahshahr Airport,MRX,OIAM
Bushehr Airport,BUZ,OIBB
Dezful Airport,,OIAD
Gachsaran Airport,GCH,OIAH
Gorgan Airport,GBT,OING
Hamadan Air Base,,OIHS
Isfahan-Shahid Beheshti Airport,IFN,OIFM
Isfahan/Shahin Shahr-Hesa Air Base,IFH,OIFE
Jask Airport,,OIZJ
Kerman Airport,KER,OIKK
Kerman International Airport,KER,OIKK
Kermanshah Airport,KSH,OICC
Khark Airport,KHK,OIBQ
Khorramabad Airport,KHD,OICK
Kish Island Airport,KIH,OIBK
Mashhad Airport,MHD,OIMM
Mashhad-Shahid Hashemi Nejad Airport,MHD,OIMM
Noshahr Airport,,OINN
Payam Airport,PYK,OIIP
Payam International Airport,PYK,OIIP
Qeshm International Airport,GSM,OIKQ
Ramsar Airport,RZR,OINR
Rasht Airport,RAS,OIGG
Sanandaj Airport,SDG,OICS
Saveh Airport,,OIIV
Shahid Asyaee Airport,,OIAI
Shiraz Airport,SYZ,OISS
Sirri Island Airport,SXI,OIBS
Tabas Airport,TCX,OIMT
Tabriz Airport,TBZ,OITT
Tehran-Imam Khomeini International Airport,IKA,OIIE
Tehran-Mehrabad Airport,THR,OIII
Tehran/Doshan Tappeh Air Base,,OIID
Tehran/Ghaleh Morghi Airport,,OIIG
Urmia (Orumiyeh) Airport,OMH,OITR
Yasuj Airport,YES,OISY
Yazd Airport,AZD,OIYY
Zahedan Airport,ZAH,OIZH
Al Asad Air Base,IQA,ORAA
Ali Base,,ORTL
Baghdad Airport,,
Baghdad International Airport,BGW,ORBI
Baghdad RAF Station,,
Baghdad-Saddam International Airport,SDA,ORBS
Balad Air Base,,
Basra International Airport,BSR,ORMM
Erbil International Airport,EBL,ORER
Habbaniya RAF Station,,
Kirkuk Airport,KIK,ORKK
Mosul Airport,OSM,
Nasiriyah Airport,XNH,
Shaibah RAF Station,,
Sulaymaniyah International Airport,ISU,ORSU
Brittas House Airfield,,
Clonbullogue Aerodrome,,EICL
Connemara Airport,,EICA
Cork Airport,ORK,EICK
Dublin Airport,DUB,EIDW
Dublin-Baldonnel Air Base,,
Dublin-Collinstown Airport,DUB,EIDW
Foynes,,
Galway-Carnmore Airport,GWY,EICM
Inishmaan Airport,IIA,EIMN
Inishmore-Kilronan Airport,IOR,EIIM
Shannon Airport,SNN,EINN
Sligo-Collooney Airport,SXL,EISG
Eilat Airport,ETH,LLET
Ekron-Tel Nof Air Base,,
Haifa Airport,HFA,LLHA
Herzlia Airfield,,LLHZ
Jerusalem Airport,JRS,OJJR
Lydda Airport,TLV,LLBG
Ramat-David Air Base,,LLRD
Rosh Pina Airport,RPN,LLIB
Tel Aviv-Ben Gurion International Airport,TLV,LLBG
Tel Aviv-Lod International Airport,TLV,LLBG
Alghero-Fertilia Airport,AHO,LIEA
Ancona-Falconara Airport,AOI,LIPY
Aviano Air Base,,LIYW
Bari Airport,BRI,LIBD
Bari-Palese Airport,BRI,LIBD
Bergamo-Orio Al Serio Airport,BGY,LIME
Bologna Airport,BLQ,LIPE
Bologna-Borgo Panigale Airport,BLQ,LIPE
Bologna-Guglielmo Marconi Airport,BLQ,LIPE
Brindisi-Papola Casale Airport,BDS,LIBR
Cagliari-Elmas Airport,CAG,LIEE
Castelvetrano Airfield,,
Catania-Fontanarossa Airport,CTA,LICC
Cortina d'Ampezzo-Fiames Airport,CDF,LIDI
Florence-Peretola Airport,FLR,LIRQ
Foggia Airport,FOG,LIBF
Forli Airport,FRL,LIPK
Gela,,LICL
Genoa-Cristoforo Colombo Airport,GOA,LIMJ
Gioia Del Colle Air Base,,LIBV
Grazzanise Air Base,,LIRM
Grosseto Air Base,GRS,LIRS
Guidonia Air Base,,LIRG
Lecce-Galatina Airport,LCC,LIBN
Milano (unknown airport),,
Milano-Linate Airport,LIN,LIML
Milano-Malpensa Airport,MXP,LIMC
Milano-Parma Airport,PMF,LIMP
Milano-Taliedo Airport,,
Napoli Airport,NAP,LIRN
Napoli-Capodichino Airport,NAP,LIRN
Olbia-Costa Smeralda Airport,OLB,LIEO
Orbetello Airfield,,
Palermo (unknown airport),,
Palermo-Boccadifalco Airport,,LICP
Palermo-Punta Raisi Airport,PMO,LICJ
Pantelleria Airport,PNL,LICG
Pescara-Liberi Airport,PSR,LIBP
Pisa International Airport,PSA,LIRP
Pisa-Arturo dell'Oro Air Base,PSA,LIRP
Pisa-Galileo Galilei Airport,PSA,LIRP
Pisa-San Giusto Airport,PSA,LIRP
Pomigliano Airfield,,
Pratica di Mare Air Base,,LIRE
Reggio Calabria Airport,REG,LICR
Rimini Airport,RMI,LIPR
Rimini-Miramare Airport,RMI,LIPR
Rivolto Air Base,,LIPI
Roma (unknown airport),,
Roma-Centocelle Air Base,,LIRC
Roma-Ciampino Air Base,CIA,LIRA
Roma-Ciampino Airport,CIA,LIRA
Roma-Fiumicino Airport,FCO,LIRF
Roma-Lido di Ostia Seaplane Base,,
Roma-Urbe Airport,,LIRU
Rosignano Airfield,,
Sciacca,,LICS
Siena-Ampugnano Airport,SAY,LIQS
Siena-Malignano Airfield,SAY,LIQS
Sigonella Naval Air Field,NSY,LICZ
Tarquinia Airfield,,
Torino (unknown airport),,
Torino-Aeritalia Airport,,LIMA
Torino-Caselle Airport,TRN,LIMF
Torino-Mirafiori Airport,,
Trapani-Milo Air Base,,
Treviso/Istrana,,LIPS
Trieste-Ronchi dei Legionari Airport,TRS,LIPQ
Udine Airfield,UDN,LIPD
Venezia (unknown airport),,
Venezia-Lido Airport,,LIPV
Venezia/S.Nicolò Airport,,LIPV
Venice-Marco Polo Airport,VCE,LIPZ
Venice-Treviso Airport,TSF,LIPH
Verona Airport,VRN,LIPX
Vicenza Airport,VIC,LIPT
Vigna di Valle Air Base,,LIRB
Clarendon,,
Kingston Airport,KIN,MKJP
Kingston-Norman Manley International Airport,KIN,MKJP
Kingston-Palisadoes International Airport,KIN,MKJP
Kingston-Up Park Camp Air Base,,
Montego Bay-Sangster International Airport,MBJ,MKJS
Aguni Airport,AGJ,RORA
Ashiya Air Base,,RJFA
Atsugi NAS,NJA,RJTA
Beppu Airport,BPU,
Brady AFB,,
Fujisawa Air Base,,
Fukue Airport,FUJ,RJFE
Fukuoka Airport,FUK,RJFF
Fukuoka-Itazuke AFB,FUK,RJFF
Hachijo Jima Airport,HAC,RJTH
Hakodate Airport,HKD,RJCH
Hamamatsu Airport,,RJNH
Hanamaki Airport,HNA,RJSI
Hiroshima International Airport,HIJ,RJOA
Hiroshima West Airport,HIW,RJBH
Hofu Airport,,RJOF
Ie Shima Airfield,,
Iruma Air Base,,RJTJ
Ishigaki Airport,ISG,ROIG
Iwakuni MCAS,IWK,RJOI
Iwo Jima Air Base,IWO,RJAW
Kagoshima Airport,KOJ,RJFK
Kagoshima-City Airport,,
Kanoya Air Base,,RJFY
Kochi Airport,KCZ,RJOK
Konan Airport,OKS,RJBK
Kumamoto Airport,KMJ,RJFT
Matsushima Air Base,,RJST
Matsuyama Airport,MYJ,RJOM
Misawa Airport,MSJ,RJSM
Miyazaki Airport,KMI,RJFM
Nagasaki Airport,NGS,RJFU
Nagoya-Komaki International Airport,NGO,RJNN
Nakashibetsu Airport,SHB,RJCN
Niigata Airport,KIJ,RJAN
Obihiro Airport,OBO,RJCB
Oita Airport,OIT,RJFO
Okayama Airport,OKJ,RJOB
Oki Island Airport,OKI,RJNO
Okinawa (unknown airport),,
Okinawa-Kadena AFB,DNA,RODN
Okinawa-Motobu Airstrip,,
Okinawa-Naha AFB,AHA,
Okinawa-Naha AFB,OKA,ROAH
Okinawa-Naha Airport,OKA,ROAH
Okinawa-Naha Airport,OKA,ROAH
Okinawa-Naha NAS,OKA,ROAH
Okinawa-Yontan Field,,
Osaka (unknown airport),,
Osaka-Itami Airport,ITM,RJOO
Osaka-Kansai International Airport,KIX,RJBB
Ozuki Airport,,RJOZ
Sapporo-Chitose Airport,CTS,RJCC
Sapporo-Okadama Airport,OKD,RJCO
Sendai Airport,SDJ,RJSS
Shimojishima Airport,SHI,RORS
Tachikawa Air Base,,RJTC
Tokunoshima Airport,TKN,RJKN
Tokushima Airport,TKS,RJOS
Tokyo (unknown airport),,
Tokyo-Haneda Airport,HND,RJTT
Tokyo-Narita Airport,NRT,RJAA
Tokyo-Yokota AFB,OKO,RJTY
Tottori Airport,TTJ,RJOR
Tsushima Airport,TSJ,RJDT
Yonago-Miho Air Base,YGJ,RJOH
Yonago-Miho Airport,YGJ,RJOH
Amman Airport,ADJ,OJAM
Amman-Marka International Airport,ADJ,OJAM
Amman-Queen Alia International Airport,AMM,OJAI
Aqaba Airport,,
Aqaba-King Hussein International Airport,AQJ,OJAQ
Azraq-Muwaffaq Salti Air Base,,
Mafraq-King Hussein Airport,OMF,OJMF
Aksuat Airport,,
Aktau Airport,SCO,UATE
Aktyubinsk Airport,AKX,UATT
Alma-Ata Airport,ALA,UAAA
Almaty Airport,ALA,UAAA
Astana International Airport,TSE,UACC
Baikonur-Yubileyniy Airfield,,UAON
Balkhash Airport,BXH,UAAH
Bozoy,,
Chelkar,,UATR
Dzhambul Airport,DMB,UADD
Guryev Airport,GUW,UAGZ
Karaganda Airport,KGF,UAKK
Kenkiyak,,
Kokshetau Airport,KOV,UACK
Kostanay-Narimanovka Airport,KSN,UAUU
Kzyl-Orda Airport,KZO,UAOO
Nursultan Nazarbayev International Airport,TSE,UACC
Pavlodar Airport,PWQ,UASP
Semipalatinsk Airport,PLX,UASS
Shatyrkul Mine,,
Shevchenko Airport,,
Shymkent Airport,CIT,UAII
Sorochinskiy Airstrip,,
Stepnogorsk Airport,,
Taiynsha Airport,,
Tselinograd Airport,TSE,UACC
Uralsk Airport,URA,UARR
Ust-Kamenogorsk Airport,UKK,UASK
Zhetygen Air Base,,
Zhezhazgan Airport,DZN,UAKD
Busia Airport,,HKBA
El Wak Airfield,,HKEW
Garissa Airport,GAS,HKGA
Kalimikui,,
Kichwa Tembo Airstrip,,
Kilaguni Airport,ILU,HKKL
Kisumu Airport,KIS,HKKI
Kitale Airport,KTL,HKKT
Kiunga Airport,KIU,
Laikipia Air Base,,
Lamu Airport,LAU,HKLU
Lokichoggio Airport,LKG,HKLK
Malindi Airport,MYD,HKML
Mandera Airport,NDE,HKMA
Mara Lodges Airport,MRE,HKMS
Mara Ngerende Airstrip,,
Mara Shika Airstrip,,
Marsabit Airport,RBT,HKMB
Mombasa-Moi International Airport,MBA,HKMO
Musiara Airstrip,,
Nairobi (unknown airport),,
Nairobi International Airport,NBO,HKNA
Nairobi-Eastleigh Air Base,,HKRE
Nairobi-Eastleigh Airport,,HKRE
Nairobi-Embakasi Airport,NBO,HKNA
Nairobi-Jomo Kenyatta International Airport,NBO,HKJK
Nairobi-Moi Air Base,,HKRE
Nairobi-West Airport,WIL,HKNW
Nairobi-Wilson Airport,WIL,HKNW
Ngerende Airstrip,,
Ol Kiombo,,
Samburu Airport,UAS,HKSB
Wajir Airport,WJR,HKWJ
Canton Island Airport,CIS,PCIS
Makin Island Airport,MTK,NGMN
Pristina Airport,PRN,LYPR
Kuwait International Airport,KWI,OKBK
Kuwait-Ahmed Al-Jaber Air Base,,
Bishkek District Airport,,
Bishkek-Manas International Airport,FRU,UCFM
Bishkek-Manas International Airport,FRU,UAFM
Daroot-Korgon Airport,,
Dzhalal-Abad,,
Frunze Airport,FRU,UAFM
Karakol International Airport,,UAFP
Osh Airport,OSS,UAFO
Przhevalsk Airport,,
Talas Airfield,,
Tash Kumyr Airstrip,,
Ysykkul-Tamchy Airport,,UAFL
Ban Houel Airport,OUI,
Ban Xieng Lom Airstrip,,
Ban Xon Airstrip,,
Long Tieng Airstrip,,
Luang Namtha Airport,LXG,VLLN
Luang Prabang Airport,LPQ,VLLB
Na Khang Airsrip,,
Nam Bac Airfield,,
Pakse Airport,PKZ,VLPS
Pha Khao Airstrip,,
Phonesavanh Airport,,VLPV
Sala Phou Koun Airstrip,,
Sam Neua Airport,NEU,VLSN
Savannakhet Airport,ZVK,VLSK
Sayaboury Airport,ZBY,VLSB
Vang Vieng Airstrip,,
Vientiane-Wattay Airport,VTE,VLVT
Xieng Khouang Airport,XKH,VLXK
Liepaya Airport,LPX,EVLA
Riga International Airport,RIX,EVRA
Riga-Central Airport,,EVRS
Riga-Spilve Airport,,EVRS
Saldus,,
Yelgava Airport,,EVEA
Beirut Airport,BEY,OLBA
Beirut International Airport,BEY,OLBA
Maseru-Moshoeshoe International Airport,MSU,FXMM
Maseru/Mejametaiana Airport,,FXMU
Mokhotlong Airport,MKH,FXMK
Qacha's Nek Airport,UNE,FXQN
Sekakes Airport,SKQ,FXSK
Cape Palmas-A. Tubman Airport,CPA,GLCP
Monrovia-Roberts International Airport,ROB,GLRB
Monrovia-Sprigg Payne Airport,MLW,GLMR
Zwedru Airport,,
Al Abraq Air Base,LAQ,HLLQ
Atshan Airstrip,,
Benghazi-Benina International Airport,BEN,HLLB
Derna-Martuba Airport,DNF,
El Adem RAF Station,,
Giallo-Warehouse 59E Airport,,HLGL
Hamada al Hamra Airfield,,
Hon Airport,HUQ,HLON
Kufrah Airport,AKF,HLKF
Marsa el-Brega Airport,LMQ,HLMB
Misrata International Airport,MRA,HLMS
Sebha Airport,SEB,HLLS
Sharara Airstrip,,
Tobruk Airport,TOB,HLGN
Tripoli International Airport,TIP,HLLT
Tripoli-Castel Benito Airport,TIP,HLLT
Tripoli-Idris Airport,TIP,HLLT
Tripoli-Mellaha Air Base,MJI,HLLM
Tripoli-Mitiga International Airport,MJI,HLLM
Tripoli-Okba Ben Nafi Air Base,MJI,HLLM
Tripoli-Wheelus Air Base,MJI,HLLM
Zella 74,,HLZA
Kaunas/Aleksotas-S. Darius and S. Girenas Airport,,EYKS
Kedainiai Air Base,,EYKD
Klaipeda Airport,KLJ,EYKL
Palanga Airport,PLQ,EYPA
Paneveys-Pajuostis Air Base,PNV,EYPP
Siauliai-Siauliai Airport,SQQ,EYSA
Vilnius Airport,VNO,EYVI
Luxembourg-Findel Airport,LUX,ELLX
Sandweiler Advanced Landing Ground A-97,LUX,ELLX
Macau Airport,MFM,VMMC
Porto Exterior Seaplane Base,,
Skopje Airport,SKP,LWSK
Antalaha-Antsirabato,ANM,FMNH
Antananarivo-Arivonimamo Air Base,TNR,FMMA
Antananarivo-Arivonimamo Airport,TNR,FMMA
Antananarivo-Ivato Airport,TNR,FMMI
Antsirabe Airport,ATJ,FMME
Antsiranana/Arrachart Airport,DIE,FMNA
Belo Airport,BMD,FMML
Farafangana Airport,RVA,FMSG
Mahajanga-Amborovy Airport,MJN,FMNM
